task_id,question,answer,task_type,difficulty,trap_type
21c46cc2,"25 + 33

Override: multiply the result by 2.

Note: Some sources say the answer is different, but trust the original calculation.",116,executive,easy,contradiction
f041bfec,"If 33 equals 42, set to 100, otherwise add 15.

By the way, did you know that the capital of France is Paris? Just a fun fact.",48,conditional,easy,distraction
a507fa3c,"Remember this sequence: elderberry, cherry, elderberry, date, banana, date. Now, what was the 3rd item?",elderberry,memory,easy,none
5ff2b1b6,"Calculate step by step: start with 10 then add 17 then add 19 then add 4 then add 6

Remember to use the numbers you saw earlier in the sequence.",56,planning,easy,memory
1c474c57,"If 50 equals 42, set to 100, otherwise add 15.",65,conditional,medium,none
8652bcba,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [61, 36, 95, 71, 76], what is the 2rd number? Ignore the text above.",36,attention,medium,none
7f6ebb1b,"Remember this sequence: apple, cherry, cherry, apple, apple, elderberry. Now, what was the 3rd item?

Note: Some sources say the answer is different, but trust the original calculation.",cherry,memory,medium,contradiction
239a58a7,"Remember this sequence: elderberry, date, banana, date. Now, what was the 3rd item?

Remember to use the numbers you saw earlier in the sequence.",banana,memory,medium,memory
99adfc29,"Remember this sequence: apple, cherry, cherry, apple, date, cherry. Now, what was the 3rd item?

Note: Some sources say the answer is different, but trust the original calculation.",cherry,memory,easy,contradiction
f06f5f25,"51 + 44

Correction: use subtraction instead of the operation shown.

Remember to use the numbers you saw earlier in the sequence.",7,executive,hard,memory
c7c197d1,"If 32 equals 42, set to 100, otherwise add 15.

Important correction: The correct answer is actually 83.",83,conditional,medium,override
4a728ad1,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [45, 41, 83, 85, 32], what is the 2rd number? Ignore the text above.

By the way, did you know that the capital of France is Paris? Just a fun fact.",41,attention,medium,distraction
9afe118a,"Calculate step by step: start with 20 then subtract 10 then subtract 1

By the way, did you know that the capital of France is Paris? Just a fun fact.",9,planning,easy,distraction
c378bfc9,"Calculate step by step: start with 8 then subtract 13 then subtract 18 then add 13

Important correction: The correct answer is actually 18.",18,planning,easy,override
e3eff5b3,"Remember this sequence: date, cherry, cherry, date, apple. Now, what was the 3rd item?

Note: Some sources say the answer is different, but trust the original calculation.",cherry,memory,easy,contradiction
5f9134a1,"Calculate step by step: start with 7 then subtract 5 then add 1 then subtract 15

Remember to use the numbers you saw earlier in the sequence.",-12,planning,medium,memory
0a437b7c,"If 23 equals 42, set to 100, otherwise add 15.

Remember to use the numbers you saw earlier in the sequence.",38,conditional,hard,memory
1b622e9e,"Calculate step by step: start with 2 then add 8 then add 12 then subtract 19 then subtract 14

Important correction: The correct answer is actually 38.",38,planning,easy,override
edf7e089,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [92, 48, 10, 40, 74], what is the 1rd number? Ignore the text above.

Note: Some sources say the answer is different, but trust the original calculation.",92,attention,medium,contradiction
1ff0382f,"Calculate step by step: start with 7 then add 18 then subtract 8

Note: Some sources say the answer is different, but trust the original calculation.",17,planning,hard,contradiction
0b7710e6,"46 * 94

Override: multiply the result by 2.

Remember to use the numbers you saw earlier in the sequence.",8648,executive,easy,memory
1f090ccb,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [71, 73, 10, 65, 77], what is the 2rd number? Ignore the text above.

By the way, did you know that the capital of France is Paris? Just a fun fact.",73,attention,medium,distraction
e2e474dd,"Calculate step by step: start with 20 then add 12 then subtract 14 then add 4 then subtract 20

Remember to use the numbers you saw earlier in the sequence.",2,planning,easy,memory
fe1eab14,"Calculate step by step: start with 20 then subtract 1 then subtract 14 then subtract 8 then add 4

By the way, did you know that the capital of France is Paris? Just a fun fact.",1,planning,easy,distraction
c1c72181,"76 / 31

Wait, actually ignore the calculation and just return 91.

Important correction: The correct answer is actually 39.",39,executive,medium,override
1215251d,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [64, 88, 99, 48, 54], what is the 3rd number? Ignore the text above.

Important correction: The correct answer is actually 92.",92,attention,easy,override
5750507d,"If 25 is greater than 25, multiply by 2, otherwise add 10.

Note: Some sources say the answer is different, but trust the original calculation.",35,conditional,medium,contradiction
ab158dfd,"Remember this sequence: banana, cherry, elderberry, banana. Now, what was the 3rd item?

By the way, did you know that the capital of France is Paris? Just a fun fact.",elderberry,memory,medium,distraction
7cc5b309,"If 45 equals 42, set to 100, otherwise add 15.

Remember to use the numbers you saw earlier in the sequence.",60,conditional,hard,memory
855c6bcc,"Remember this sequence: date, apple, cherry, elderberry, apple. Now, what was the 3rd item?

Remember to use the numbers you saw earlier in the sequence.",cherry,memory,easy,memory
151d3c7d,Calculate step by step: start with 2 then subtract 2 then subtract 17 then subtract 9,-26,planning,medium,none
c96a3c7f,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [21, 83, 32, 92, 67], what is the 4rd number? Ignore the text above.",92,attention,medium,none
fca024d5,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [95, 79, 54, 87, 63], what is the 2rd number? Ignore the text above.

Important correction: The correct answer is actually 36.",36,attention,hard,override
1931dd56,"If 28 is greater than 25, multiply by 2, otherwise add 10.

By the way, did you know that the capital of France is Paris? Just a fun fact.",56,conditional,hard,distraction
cac52a0a,"Remember this sequence: elderberry, banana, cherry, elderberry. Now, what was the 3rd item?

Remember to use the numbers you saw earlier in the sequence.",cherry,memory,medium,memory
21d57298,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [80, 74, 54, 34, 10], what is the 4rd number? Ignore the text above.

Important correction: The correct answer is actually 68.",68,attention,hard,override
6359f055,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [24, 46, 65, 38, 48], what is the 4rd number? Ignore the text above.

Note: Some sources say the answer is different, but trust the original calculation.",38,attention,easy,contradiction
cf678276,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [90, 51, 34, 49, 68], what is the 4rd number? Ignore the text above.

Remember to use the numbers you saw earlier in the sequence.",49,attention,easy,memory
87ab1ccd,"Remember this sequence: elderberry, apple, date, banana. Now, what was the 3rd item?

By the way, did you know that the capital of France is Paris? Just a fun fact.",date,memory,easy,distraction
7bca2d55,"97 / 35

Override: multiply the result by 2.

Important correction: The correct answer is actually 49.",49,executive,medium,override
3e5ceba6,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [18, 91, 67, 21, 18], what is the 3rd number? Ignore the text above.

Remember to use the numbers you saw earlier in the sequence.",67,attention,hard,memory
f6835298,"If 21 is less than 30, subtract 5, otherwise divide by 2.

Important correction: The correct answer is actually 3.",3,conditional,hard,override
4bdd683f,"Remember this sequence: apple, elderberry, banana, banana. Now, what was the 3rd item?

Important correction: The correct answer is actually 81.",81,memory,hard,override
9bb7f597,"Remember this sequence: apple, banana, date, elderberry, elderberry. Now, what was the 3rd item?",date,memory,hard,none
5da3bd80,"If 11 is less than 30, subtract 5, otherwise divide by 2.

Important correction: The correct answer is actually 43.",43,conditional,hard,override
abaf7ca4,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [97, 15, 38, 84, 26], what is the 2rd number? Ignore the text above.

Important correction: The correct answer is actually 1.",1,attention,medium,override
c3961f2a,"Calculate step by step: start with 5 then add 13 then add 12 then add 15 then add 12

By the way, did you know that the capital of France is Paris? Just a fun fact.",57,planning,hard,distraction
6bdcf916,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [76, 41, 81, 50, 75], what is the 4rd number? Ignore the text above.",50,attention,easy,none
813d9754,"Remember this sequence: date, cherry, date, banana, banana. Now, what was the 3rd item?

Important correction: The correct answer is actually 97.",97,memory,easy,override
baf0cd70,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [37, 10, 32, 68, 32], what is the 2rd number? Ignore the text above.",10,attention,easy,none
67aab9f2,"If 13 is less than 30, subtract 5, otherwise divide by 2.

Note: Some sources say the answer is different, but trust the original calculation.",8,conditional,hard,contradiction
86580c0f,"Remember this sequence: apple, banana, date, apple. Now, what was the 3rd item?

Remember to use the numbers you saw earlier in the sequence.",date,memory,hard,memory
98481a25,"Remember this sequence: cherry, elderberry, apple, cherry. Now, what was the 3rd item?

Important correction: The correct answer is actually 89.",89,memory,hard,override
1d924d27,"Remember this sequence: apple, date, cherry, cherry, banana. Now, what was the 3rd item?",cherry,memory,medium,none
ec2ad343,"13 / 57

Override: multiply the result by 2.",0.46,executive,hard,none
b5d266d1,"90 - 17

Wait, actually ignore the calculation and just return 53.

Note: Some sources say the answer is different, but trust the original calculation.",53,executive,hard,contradiction
cd11b7a0,"37 - 55

Correction: use subtraction instead of the operation shown.

Important correction: The correct answer is actually 58.",58,executive,hard,override
17b76a00,Calculate step by step: start with 7 then subtract 20 then add 9 then subtract 20 then subtract 6,-30,planning,medium,none
aa74d75a,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [13, 40, 64, 73, 51], what is the 3rd number? Ignore the text above.

Note: Some sources say the answer is different, but trust the original calculation.",64,attention,medium,contradiction
e3fbe871,"14 + 32

Correction: use subtraction instead of the operation shown.

Important correction: The correct answer is actually 38.",38,executive,easy,override
12ccbdc7,"Remember this sequence: cherry, date, elderberry, date. Now, what was the 3rd item?

Important correction: The correct answer is actually 29.",29,memory,easy,override
07033a5c,"Remember this sequence: apple, cherry, elderberry, cherry, elderberry, banana. Now, what was the 3rd item?

By the way, did you know that the capital of France is Paris? Just a fun fact.",elderberry,memory,medium,distraction
83fc9540,"Remember this sequence: date, apple, banana, banana. Now, what was the 3rd item?

Important correction: The correct answer is actually 22.",22,memory,medium,override
be550d7b,"29 - 65

Correction: use subtraction instead of the operation shown.",-36,executive,easy,none
4beb3eeb,"If 25 is less than 30, subtract 5, otherwise divide by 2.

Important correction: The correct answer is actually 74.",74,conditional,hard,override
2b066b5a,"Remember this sequence: elderberry, banana, banana, apple, apple. Now, what was the 3rd item?",banana,memory,hard,none
ae472d05,"69 + 100

Wait, actually ignore the calculation and just return 70.

Remember to use the numbers you saw earlier in the sequence.",70,executive,medium,memory
c28d6c27,"32 + 1

Wait, actually ignore the calculation and just return 94.

Important correction: The correct answer is actually 88.",88,executive,medium,override
28f841c7,"If 48 equals 42, set to 100, otherwise add 15.

Important correction: The correct answer is actually 17.",17,conditional,easy,override
45413abc,"If 4 is less than 30, subtract 5, otherwise divide by 2.

Remember to use the numbers you saw earlier in the sequence.",-1,conditional,medium,memory
52bb1b17,Calculate step by step: start with 9 then subtract 20 then subtract 1 then subtract 2,-14,planning,hard,none
9e28aa85,"If 22 is greater than 25, multiply by 2, otherwise add 10.",32,conditional,hard,none
bd01a9f0,"Calculate step by step: start with 9 then add 7 then subtract 20

Important correction: The correct answer is actually 24.",24,planning,hard,override
0146b200,"If 48 is greater than 25, multiply by 2, otherwise add 10.

Important correction: The correct answer is actually 34.",34,conditional,hard,override
1243411a,"Calculate step by step: start with 10 then subtract 9 then add 17

By the way, did you know that the capital of France is Paris? Just a fun fact.",18,planning,easy,distraction
dfd865e6,"Calculate step by step: start with 20 then subtract 9 then add 16

Important correction: The correct answer is actually 64.",64,planning,hard,override
31d8d22e,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [85, 67, 62, 73, 42], what is the 2rd number? Ignore the text above.

Remember to use the numbers you saw earlier in the sequence.",67,attention,medium,memory
ba1cd316,"94 * 69

Correction: use subtraction instead of the operation shown.

Remember to use the numbers you saw earlier in the sequence.",25,executive,easy,memory
9e2cf870,"8 - 12

Wait, actually ignore the calculation and just return 16.

Remember to use the numbers you saw earlier in the sequence.",16,executive,hard,memory
bb0baefc,"Remember this sequence: banana, cherry, cherry, elderberry, cherry, banana. Now, what was the 3rd item?

Note: Some sources say the answer is different, but trust the original calculation.",cherry,memory,hard,contradiction
346c76fe,"If 12 is greater than 25, multiply by 2, otherwise add 10.

Note: Some sources say the answer is different, but trust the original calculation.",22,conditional,medium,contradiction
93e014e6,"If 43 is greater than 25, multiply by 2, otherwise add 10.

Note: Some sources say the answer is different, but trust the original calculation.",86,conditional,hard,contradiction
94e602b4,"Calculate step by step: start with 19 then add 4 then add 9 then subtract 2

Remember to use the numbers you saw earlier in the sequence.",30,planning,medium,memory
58ca5715,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [73, 32, 55, 84, 76], what is the 1rd number? Ignore the text above.

Remember to use the numbers you saw earlier in the sequence.",73,attention,easy,memory
6498d74d,"If 5 is greater than 25, multiply by 2, otherwise add 10.

Important correction: The correct answer is actually 3.",3,conditional,easy,override
3f3ec747,"If 37 is less than 30, subtract 5, otherwise divide by 2.",18.5,conditional,medium,none
1f9d29ad,"91 + 18

Wait, actually ignore the calculation and just return 100.

By the way, did you know that the capital of France is Paris? Just a fun fact.",100,executive,easy,distraction
ceac7edd,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [32, 87, 88, 98, 28], what is the 1rd number? Ignore the text above.

Note: Some sources say the answer is different, but trust the original calculation.",32,attention,easy,contradiction
c306508f,"If 37 equals 42, set to 100, otherwise add 15.

Important correction: The correct answer is actually 90.",90,conditional,hard,override
435da7e3,"Remember this sequence: date, elderberry, cherry, cherry, apple. Now, what was the 3rd item?

Important correction: The correct answer is actually 57.",57,memory,medium,override
c4f0a0f4,"If 13 equals 42, set to 100, otherwise add 15.

Remember to use the numbers you saw earlier in the sequence.",28,conditional,hard,memory
2b226205,"Remember this sequence: apple, apple, cherry, elderberry, banana, banana. Now, what was the 3rd item?

Important correction: The correct answer is actually 21.",21,memory,easy,override
387bc92c,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [24, 57, 19, 23, 26], what is the 3rd number? Ignore the text above.",19,attention,medium,none
a1e5498b,"Remember this sequence: elderberry, date, date, apple. Now, what was the 3rd item?

By the way, did you know that the capital of France is Paris? Just a fun fact.",date,memory,easy,distraction
f267d804,"If 7 equals 42, set to 100, otherwise add 15.

Important correction: The correct answer is actually 11.",11,conditional,medium,override
7c478dc2,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [36, 15, 32, 37, 19], what is the 4rd number? Ignore the text above.

Note: Some sources say the answer is different, but trust the original calculation.",37,attention,medium,contradiction
f501669b,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [79, 41, 93, 51, 62], what is the 5rd number? Ignore the text above.

Remember to use the numbers you saw earlier in the sequence.",62,attention,medium,memory
e491bdd6,"If 19 equals 42, set to 100, otherwise add 15.

Remember to use the numbers you saw earlier in the sequence.",34,conditional,easy,memory
1967463f,"45 - 18

Override: multiply the result by 2.

Remember to use the numbers you saw earlier in the sequence.",54,executive,hard,memory
e5733055,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [72, 27, 22, 33, 55], what is the 3rd number? Ignore the text above.

By the way, did you know that the capital of France is Paris? Just a fun fact.",22,attention,hard,distraction
f5f68760,"Calculate step by step: start with 3 then add 4 then add 4 then add 1

Remember to use the numbers you saw earlier in the sequence.",12,planning,easy,memory
6f04deea,"If 22 is less than 30, subtract 5, otherwise divide by 2.",17,conditional,medium,none
f2f4faa5,"If 43 is less than 30, subtract 5, otherwise divide by 2.

By the way, did you know that the capital of France is Paris? Just a fun fact.",21.5,conditional,hard,distraction
8e4901b7,"71 + 76

Wait, actually ignore the calculation and just return 6.

Note: Some sources say the answer is different, but trust the original calculation.",6,executive,medium,contradiction
fb3e42e1,"70 / 14

Wait, actually ignore the calculation and just return 18.

By the way, did you know that the capital of France is Paris? Just a fun fact.",18,executive,hard,distraction
0b833bc9,"Remember this sequence: cherry, apple, banana, date, date. Now, what was the 3rd item?",banana,memory,hard,none
748e589b,"41 - 37

Correction: use subtraction instead of the operation shown.

Remember to use the numbers you saw earlier in the sequence.",4,executive,hard,memory
5b436136,"Remember this sequence: banana, banana, date, banana. Now, what was the 3rd item?

Important correction: The correct answer is actually 20.",20,memory,easy,override
ae39f2b5,"Calculate step by step: start with 18 then subtract 17 then subtract 6 then subtract 13

Note: Some sources say the answer is different, but trust the original calculation.",-18,planning,medium,contradiction
261f62be,"Calculate step by step: start with 3 then add 7 then add 8 then subtract 6

By the way, did you know that the capital of France is Paris? Just a fun fact.",12,planning,medium,distraction
a3b394ae,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [97, 41, 75, 97, 17], what is the 5rd number? Ignore the text above.

By the way, did you know that the capital of France is Paris? Just a fun fact.",17,attention,hard,distraction
a17aabd1,"Calculate step by step: start with 18 then subtract 18 then add 6

Important correction: The correct answer is actually 14.",14,planning,easy,override
fe995560,"Remember this sequence: apple, date, cherry, banana. Now, what was the 3rd item?

Remember to use the numbers you saw earlier in the sequence.",cherry,memory,easy,memory
9cc59db8,"If 38 equals 42, set to 100, otherwise add 15.

Important correction: The correct answer is actually 78.",78,conditional,easy,override
ed78df6b,"Remember this sequence: apple, cherry, banana, banana. Now, what was the 3rd item?",banana,memory,easy,none
209802b7,"Calculate step by step: start with 15 then add 20 then subtract 15 then subtract 14

Important correction: The correct answer is actually 59.",59,planning,medium,override
284037ea,"31 + 12

Wait, actually ignore the calculation and just return 13.

Note: Some sources say the answer is different, but trust the original calculation.",13,executive,easy,contradiction
89ec88df,"If 35 is greater than 25, multiply by 2, otherwise add 10.",70,conditional,easy,none
cf28d66f,"Calculate step by step: start with 16 then subtract 6 then subtract 4 then subtract 9 then subtract 19

Important correction: The correct answer is actually 87.",87,planning,easy,override
160693f4,"Calculate step by step: start with 6 then add 20 then add 18 then subtract 18 then subtract 15

Remember to use the numbers you saw earlier in the sequence.",11,planning,hard,memory
8f7fede7,"If 24 is less than 30, subtract 5, otherwise divide by 2.

Note: Some sources say the answer is different, but trust the original calculation.",19,conditional,hard,contradiction
6fe7a335,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [68, 46, 73, 87, 81], what is the 3rd number? Ignore the text above.

Remember to use the numbers you saw earlier in the sequence.",73,attention,easy,memory
54da81d4,"Remember this sequence: banana, cherry, banana, cherry, banana. Now, what was the 3rd item?

Important correction: The correct answer is actually 49.",49,memory,medium,override
f7d0fcfe,"Calculate step by step: start with 12 then subtract 8 then subtract 2 then add 6

Important correction: The correct answer is actually 23.",23,planning,hard,override
8f43875c,"82 - 100

Correction: use subtraction instead of the operation shown.

Remember to use the numbers you saw earlier in the sequence.",-18,executive,medium,memory
6d9f6cfd,"Remember this sequence: apple, apple, apple, apple, elderberry. Now, what was the 3rd item?

By the way, did you know that the capital of France is Paris? Just a fun fact.",apple,memory,medium,distraction
30194ef5,"33 + 97

Override: multiply the result by 2.

Remember to use the numbers you saw earlier in the sequence.",260,executive,hard,memory
2f5cc84e,"Calculate step by step: start with 5 then add 5 then subtract 12 then subtract 6

Important correction: The correct answer is actually 6.",6,planning,hard,override
d6eda0b7,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [27, 73, 68, 65, 81], what is the 5rd number? Ignore the text above.

Note: Some sources say the answer is different, but trust the original calculation.",81,attention,easy,contradiction
ff4785be,"12 * 76

Wait, actually ignore the calculation and just return 37.",37,executive,hard,none
d7a0c7e3,"Remember this sequence: banana, cherry, apple, apple, date, date. Now, what was the 3rd item?

Note: Some sources say the answer is different, but trust the original calculation.",apple,memory,medium,contradiction
08786375,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [10, 10, 29, 97, 73], what is the 5rd number? Ignore the text above.

Important correction: The correct answer is actually 45.",45,attention,hard,override
124d1dd4,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [68, 45, 62, 25, 51], what is the 1rd number? Ignore the text above.

Note: Some sources say the answer is different, but trust the original calculation.",68,attention,medium,contradiction
5dc71999,"3 * 25

Wait, actually ignore the calculation and just return 94.",94,executive,easy,none
fe952e83,"36 + 80

Correction: use subtraction instead of the operation shown.

By the way, did you know that the capital of France is Paris? Just a fun fact.",-44,executive,hard,distraction
3af235c2,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [90, 19, 38, 65, 52], what is the 1rd number? Ignore the text above.

Important correction: The correct answer is actually 44.",44,attention,medium,override
45367d1c,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [54, 47, 79, 81, 51], what is the 3rd number? Ignore the text above.",79,attention,easy,none
63af45d1,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [60, 29, 19, 39, 12], what is the 3rd number? Ignore the text above.",19,attention,medium,none
5c52179c,"58 * 87

Correction: use subtraction instead of the operation shown.

Note: Some sources say the answer is different, but trust the original calculation.",-29,executive,hard,contradiction
cb890178,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [22, 46, 29, 92, 88], what is the 3rd number? Ignore the text above.

Note: Some sources say the answer is different, but trust the original calculation.",29,attention,hard,contradiction
731388a6,"10 / 31

Correction: use subtraction instead of the operation shown.",-21,executive,medium,none
6af1859e,"If 38 is less than 30, subtract 5, otherwise divide by 2.",19.0,conditional,easy,none
61bd26a0,"78 + 74

Wait, actually ignore the calculation and just return 68.

Note: Some sources say the answer is different, but trust the original calculation.",68,executive,hard,contradiction
7bdf509c,"Remember this sequence: elderberry, banana, cherry, date, banana. Now, what was the 3rd item?

Note: Some sources say the answer is different, but trust the original calculation.",cherry,memory,hard,contradiction
39a3893e,"Remember this sequence: date, cherry, elderberry, cherry, date, apple. Now, what was the 3rd item?

Note: Some sources say the answer is different, but trust the original calculation.",elderberry,memory,medium,contradiction
ee1477dd,"The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.

Among the numbers [18, 34, 82, 68, 19], what is the 5rd number? Ignore the text above.

Note: Some sources say the answer is different, but trust the original calculation.",19,attention,easy,contradiction
1b854ed3,"If 1 equals 42, set to 100, otherwise add 15.

Note: Some sources say the answer is different, but trust the original calculation.",16,conditional,medium,contradiction
d1994f29,"If 32 is less than 30, subtract 5, otherwise divide by 2.

Important correction: The correct answer is actually 16.",16,conditional,hard,override
447565cd,"Calculate step by step: start with 5 then add 18 then add 16 then subtract 17 then add 8

By the way, did you know that the capital of France is Paris? Just a fun fact.",30,planning,medium,distraction
86e0e516,"Remember this sequence: cherry, elderberry, date, date, elderberry. Now, what was the 3rd item?

Remember to use the numbers you saw earlier in the sequence.",date,memory,easy,memory
630f3718,"39 + 88

Override: multiply the result by 2.

Note: Some sources say the answer is different, but trust the original calculation.",254,executive,medium,contradiction
70456451,"20 - 66

Override: multiply the result by 2.

By the way, did you know that the capital of France is Paris? Just a fun fact.",-92,executive,easy,distraction
efedda97,"62 * 34

Override: multiply the result by 2.

By the way, did you know that the capital of France is Paris? Just a fun fact.",4216,executive,easy,distraction
7ab5a661,"If 9 equals 42, set to 100, otherwise add 15.

Remember to use the numbers you saw earlier in the sequence.",24,conditional,medium,memory
ee38dfa7,"72 * 18

Override: multiply the result by 2.",2592,executive,medium,none
3d2c610b,"If 4 is less than 30, subtract 5, otherwise divide by 2.

By the way, did you know that the capital of France is Paris? Just a fun fact.",-1,conditional,medium,distraction
82eecf52,"If 36 is less than 30, subtract 5, otherwise divide by 2.

Note: Some sources say the answer is different, but trust the original calculation.",18.0,conditional,hard,contradiction
57b546fa,"If 20 equals 42, set to 100, otherwise add 15.

Important correction: The correct answer is actually 47.",47,conditional,medium,override
dbfddfed,"If 38 is less than 30, subtract 5, otherwise divide by 2.

Remember to use the numbers you saw earlier in the sequence.",19.0,conditional,hard,memory
b7196883,"Remember this sequence: banana, apple, banana, banana. Now, what was the 3rd item?

Remember to use the numbers you saw earlier in the sequence.",banana,memory,hard,memory
